 TITLE= "TESTPLOT" 
 VARIABLES="x","y","fx","fy","magf" 
 ZONE T="1", I=          81 , J=          21
   0.00000000       0.00000000       1.00000000       0.00000000       1.00000000    
   0.00000000       2.50000004E-02   1.00000000       0.00000000       1.00000000    
   0.00000000       7.50000030E-02   1.00000000       0.00000000       1.00000000    
   0.00000000      0.125000000       1.00000000       0.00000000       1.00000000    
   0.00000000      0.175000012       1.00000000       0.00000000       1.00000000    
   0.00000000      0.224999994       1.00000000       0.00000000       1.00000000    
   0.00000000      0.275000006       1.00000000       0.00000000       1.00000000    
   0.00000000      0.324999988       1.00000000       0.00000000       1.00000000    
   0.00000000      0.375000000       1.00000000       0.00000000       1.00000000    
   0.00000000      0.425000012       1.00000000       0.00000000       1.00000000    
   0.00000000      0.475000024       1.00000000       0.00000000       1.00000000    
   0.00000000      0.524999976       1.00000000       0.00000000       1.00000000    
   0.00000000      0.575000048       1.00000000       0.00000000       1.00000000    
   0.00000000      0.625000000       1.00000000       0.00000000       1.00000000    
   0.00000000      0.675000012       1.00000000       0.00000000       1.00000000    
   0.00000000      0.725000024       1.00000000       0.00000000       1.00000000    
   0.00000000      0.774999976       1.00000000       0.00000000       1.00000000    
   0.00000000      0.825000048       1.00000000       0.00000000       1.00000000    
   0.00000000      0.875000000       1.00000000       0.00000000       1.00000000    
   0.00000000      0.925000012       1.00000000       0.00000000       1.00000000    
   0.00000000      0.975000024       1.00000000       0.00000000       1.00000000    
   0.00000000       1.00000000       1.00000000       0.00000000       1.00000000    
   6.25000000E-02   0.00000000      0.500000000       0.00000000      0.500000000    
   6.25000000E-02   2.50000004E-02  0.716325521      0.111053213      0.724882782    
   6.25000000E-02   7.50000030E-02  0.919846654      0.251568973      0.953627169    
   6.25000000E-02  0.125000000       1.01057708      0.274205923       1.04711735    
   6.25000000E-02  0.175000012       1.04544234      0.246610403       1.07413518    
   6.25000000E-02  0.224999994       1.05363286      0.201795191       1.07278311    
   6.25000000E-02  0.275000006       1.05034113      0.155021310       1.06171942    
   6.25000000E-02  0.324999988       1.04333735      0.112365924       1.04937077    
   6.25000000E-02  0.375000000       1.03640914       7.52836317E-02   1.03913975    
   6.25000000E-02  0.425000012       1.03126240       4.30312008E-02   1.03215981    
   6.25000000E-02  0.475000024       1.02858090       1.39099658E-02   1.02867496    
   6.25000000E-02  0.524999976       1.02858651      -1.41407773E-02   1.02868366    
   6.25000000E-02  0.575000048       1.03128064      -4.32714522E-02   1.03218806    
   6.25000000E-02  0.625000000       1.03644049      -7.55438358E-02   1.03918993    
   6.25000000E-02  0.675000012       1.04338300     -0.112657100       1.04944730    
   6.25000000E-02  0.725000024       1.05040288     -0.155355185       1.06182933    
   6.25000000E-02  0.774999976       1.05371165     -0.202184588       1.07293379    
   6.25000000E-02  0.825000048       1.04553652     -0.247067347       1.07433188    
   6.25000000E-02  0.875000000       1.01067996     -0.274737984       1.04735613    
   6.25000000E-02  0.925000012      0.919945657     -0.252166092      0.953880370    
   6.25000000E-02  0.975000024      0.716395736     -0.111364976      0.725000024    
   6.25000000E-02   1.00000000      0.500000000       0.00000000      0.500000000    
  0.187500000       0.00000000       0.00000000       0.00000000       0.00000000    
  0.187500000       2.50000004E-02  0.338461637       3.52377892E-02  0.340291023    
  0.187500000       7.50000030E-02  0.729391336      0.111970864      0.737935781    
  0.187500000      0.125000000      0.947412312      0.180340752      0.964423597    
  0.187500000      0.175000012       1.06073761      0.216653556       1.08263707    
  0.187500000      0.224999994       1.11252153      0.221369475       1.13433182    
  0.187500000      0.275000006       1.13017845      0.202228904       1.14812887    
  0.187500000      0.324999988       1.13082743      0.167530045       1.14316964    
  0.187500000      0.375000000       1.12484121      0.123820856       1.13163567    
  0.187500000      0.425000012       1.11823785       7.54875466E-02   1.12078285    
  0.187500000      0.475000024       1.11424851       2.51287539E-02   1.11453187    
