  0.5000E-01   0.5000E-01  -0.9387E-05   0.8752E-05
  0.5000E-01   0.1500E+00  -0.4990E-04   0.5816E-04
  0.5000E-01   0.2500E+00  -0.7928E-04   0.1370E-03
  0.5000E-01   0.3500E+00  -0.9445E-04   0.2311E-03
  0.5000E-01   0.4500E+00  -0.9830E-04   0.3291E-03
  0.5000E-01   0.5500E+00  -0.9395E-04   0.4227E-03
  0.5000E-01   0.6500E+00  -0.8374E-04   0.5062E-03
  0.5000E-01   0.7500E+00  -0.6931E-04   0.5752E-03
  0.5000E-01   0.8500E+00  -0.5175E-04   0.6267E-03
  0.5000E-01   0.9500E+00  -0.3177E-04   0.6582E-03
  0.5000E-01   0.1050E+01  -0.9818E-05   0.6677E-03
  0.5000E-01   0.1150E+01   0.1380E-04   0.6536E-03
  0.5000E-01   0.1250E+01   0.3892E-04   0.6144E-03
  0.5000E-01   0.1350E+01   0.6546E-04   0.5487E-03
  0.5000E-01   0.1450E+01   0.9334E-04   0.4550E-03
  0.5000E-01   0.1550E+01   0.1226E-03   0.3321E-03
  0.5000E-01   0.1650E+01   0.1533E-03   0.1785E-03
  0.5000E-01   0.1750E+01   0.1853E-03  -0.7230E-05
  0.5000E-01   0.1850E+01   0.2189E-03  -0.2264E-03
  0.5000E-01   0.1950E+01   0.2539E-03  -0.4807E-03
  0.5000E-01   0.2050E+01   0.2904E-03  -0.7716E-03
  0.5000E-01   0.2150E+01   0.3286E-03  -0.1101E-02
  0.5000E-01   0.2250E+01   0.3681E-03  -0.1469E-02
  0.5000E-01   0.2350E+01   0.4092E-03  -0.1879E-02
  0.5000E-01   0.2450E+01   0.4517E-03  -0.2331E-02
  0.5000E-01   0.2550E+01   0.4956E-03  -0.2827E-02
  0.5000E-01   0.2650E+01   0.5407E-03  -0.3368E-02
  0.5000E-01   0.2750E+01   0.5869E-03  -0.3956E-02
  0.5000E-01   0.2850E+01   0.6341E-03  -0.4591E-02
  0.5000E-01   0.2950E+01   0.6822E-03  -0.5273E-02
  0.5000E-01   0.3050E+01   0.7307E-03  -0.6005E-02
  0.5000E-01   0.3150E+01   0.7794E-03  -0.6785E-02
  0.5000E-01   0.3250E+01   0.8280E-03  -0.7614E-02
  0.5000E-01   0.3350E+01   0.8763E-03  -0.8491E-02
  0.5000E-01   0.3450E+01   0.9239E-03  -0.9416E-02
  0.5000E-01   0.3550E+01   0.9702E-03  -0.1039E-01
  0.5000E-01   0.3650E+01   0.1015E-02  -0.1140E-01
  0.5000E-01   0.3750E+01   0.1057E-02  -0.1246E-01
  0.5000E-01   0.3850E+01   0.1096E-02  -0.1356E-01
  0.5000E-01   0.3950E+01   0.1132E-02  -0.1469E-01
  0.5000E-01   0.4050E+01   0.1165E-02  -0.1586E-01
  0.5000E-01   0.4150E+01   0.1193E-02  -0.1705E-01
  0.5000E-01   0.4250E+01   0.1215E-02  -0.1827E-01
  0.5000E-01   0.4350E+01   0.1233E-02  -0.1950E-01
  0.5000E-01   0.4450E+01   0.1244E-02  -0.2075E-01
  0.5000E-01   0.4550E+01   0.1249E-02  -0.2200E-01
  0.5000E-01   0.4650E+01   0.1247E-02  -0.2325E-01
  0.5000E-01   0.4750E+01   0.1237E-02  -0.2449E-01
  0.5000E-01   0.4850E+01   0.1219E-02  -0.2571E-01
  0.5000E-01   0.4950E+01   0.1194E-02  -0.2690E-01
  0.5000E-01   0.5050E+01   0.1159E-02  -0.2806E-01
  0.5000E-01   0.5150E+01   0.1116E-02  -0.2918E-01
  0.5000E-01   0.5250E+01   0.1064E-02  -0.3024E-01
  0.5000E-01   0.5350E+01   0.1004E-02  -0.3125E-01
  0.5000E-01   0.5450E+01   0.9343E-03  -0.3218E-01
  0.5000E-01   0.5550E+01   0.8566E-03  -0.3304E-01
  0.5000E-01   0.5650E+01   0.7708E-03  -0.3381E-01
  0.5000E-01   0.5750E+01   0.6772E-03  -0.3449E-01
  0.5000E-01   0.5850E+01   0.5764E-03  -0.3507E-01
  0.5000E-01   0.5950E+01   0.4689E-03  -0.3554E-01
  0.5000E-01   0.6050E+01   0.3554E-03  -0.3589E-01
  0.5000E-01   0.6150E+01   0.2367E-03  -0.3613E-01
  0.5000E-01   0.6250E+01   0.1135E-03  -0.3624E-01
  0.5000E-01   0.6350E+01  -0.1317E-04  -0.3623E-01
  0.5000E-01   0.6450E+01  -0.1421E-03  -0.3609E-01
  0.5000E-01   0.6550E+01  -0.2724E-03  -0.3582E-01
  0.5000E-01   0.6650E+01  -0.4032E-03  -0.3541E-01
  0.5000E-01   0.6750E+01  -0.5334E-03  -0.3488E-01
  0.5000E-01   0.6850E+01  -0.6619E-03  -0.3422E-01
  0.5000E-01   0.6950E+01  -0.7876E-03  -0.3343E-01
  0.5000E-01   0.7050E+01  -0.9092E-03  -0.3253E-01
  0.5000E-01   0.7150E+01  -0.1025E-02  -0.3150E-01
  0.5000E-01   0.7250E+01  -0.1136E-02  -0.3037E-01
  0.5000E-01   0.7350E+01  -0.1238E-02  -0.2913E-01
  0.5000E-01   0.7450E+01  -0.1333E-02  -0.2780E-01
  0.5000E-01   0.7550E+01  -0.1419E-02  -0.2638E-01
  0.5000E-01   0.7650E+01  -0.1494E-02  -0.2489E-01
  0.5000E-01   0.7750E+01  -0.1558E-02  -0.2333E-01
  0.5000E-01   0.7850E+01  -0.1612E-02  -0.2171E-01
  0.5000E-01   0.7950E+01  -0.1653E-02  -0.2006E-01
  0.5000E-01   0.8050E+01  -0.1681E-02  -0.1838E-01
  0.5000E-01   0.8150E+01  -0.1696E-02  -0.1668E-01
  0.5000E-01   0.8250E+01  -0.1696E-02  -0.1498E-01
  0.5000E-01   0.8350E+01  -0.1683E-02  -0.1330E-01
  0.5000E-01   0.8450E+01  -0.1655E-02  -0.1164E-01
  0.5000E-01   0.8550E+01  -0.1612E-02  -0.1003E-01
  0.5000E-01   0.8650E+01  -0.1554E-02  -0.8473E-02
  0.5000E-01   0.8750E+01  -0.1480E-02  -0.6992E-02
  0.5000E-01   0.8850E+01  -0.1390E-02  -0.5601E-02
  0.5000E-01   0.8950E+01  -0.1283E-02  -0.4317E-02
  0.5000E-01   0.9050E+01  -0.1160E-02  -0.3156E-02
  0.5000E-01   0.9150E+01  -0.1019E-02  -0.2135E-02
  0.5000E-01   0.9250E+01  -0.8631E-03  -0.1271E-02
  0.5000E-01   0.9350E+01  -0.6909E-03  -0.5774E-03
  0.5000E-01   0.9450E+01  -0.5051E-03  -0.7003E-04
  0.5000E-01   0.9550E+01  -0.3108E-03   0.2415E-03
  0.5000E-01   0.9650E+01  -0.1166E-03   0.3592E-03
  0.5000E-01   0.9750E+01   0.5695E-04   0.3034E-03
  0.5000E-01   0.9850E+01   0.1680E-03   0.1365E-03
  0.5000E-01   0.9950E+01   0.1379E-03   0.0000E+00
  0.1500E+00   0.5000E-01  -0.5840E-04   0.4852E-04
  0.1500E+00   0.1500E+00  -0.1758E-03   0.1740E-03
  0.1500E+00   0.2500E+00  -0.2581E-03   0.3523E-03
  0.1500E+00   0.3500E+00  -0.3011E-03   0.5586E-03
  0.1500E+00   0.4500E+00  -0.3104E-03   0.7705E-03
  0.1500E+00   0.5500E+00  -0.2933E-03   0.9695E-03
  0.1500E+00   0.6500E+00  -0.2559E-03   0.1141E-02
  0.1500E+00   0.7500E+00  -0.2031E-03   0.1275E-02
  0.1500E+00   0.8500E+00  -0.1381E-03   0.1361E-02
  0.1500E+00   0.9500E+00  -0.6350E-04   0.1393E-02
  0.1500E+00   0.1050E+01   0.1912E-04   0.1363E-02
  0.1500E+00   0.1150E+01   0.1087E-03   0.1268E-02
  0.1500E+00   0.1250E+01   0.2045E-03   0.1103E-02
  0.1500E+00   0.1350E+01   0.3061E-03   0.8616E-03
  0.1500E+00   0.1450E+01   0.4134E-03   0.5413E-03
  0.1500E+00   0.1550E+01   0.5262E-03   0.1375E-03
  0.1500E+00   0.1650E+01   0.6445E-03  -0.3541E-03
  0.1500E+00   0.1750E+01   0.7686E-03  -0.9376E-03
  0.1500E+00   0.1850E+01   0.8982E-03  -0.1617E-02
  0.1500E+00   0.1950E+01   0.1034E-02  -0.2397E-02
  0.1500E+00   0.2050E+01   0.1175E-02  -0.3282E-02
  0.1500E+00   0.2150E+01   0.1322E-02  -0.4276E-02
  0.1500E+00   0.2250E+01   0.1475E-02  -0.5383E-02
  0.1500E+00   0.2350E+01   0.1633E-02  -0.6608E-02
  0.1500E+00   0.2450E+01   0.1796E-02  -0.7953E-02
  0.1500E+00   0.2550E+01   0.1965E-02  -0.9423E-02
  0.1500E+00   0.2650E+01   0.2138E-02  -0.1102E-01
  0.1500E+00   0.2750E+01   0.2315E-02  -0.1275E-01
  0.1500E+00   0.2850E+01   0.2496E-02  -0.1461E-01
  0.1500E+00   0.2950E+01   0.2679E-02  -0.1661E-01
  0.1500E+00   0.3050E+01   0.2863E-02  -0.1874E-01
  0.1500E+00   0.3150E+01   0.3048E-02  -0.2101E-01
  0.1500E+00   0.3250E+01   0.3231E-02  -0.2342E-01
  0.1500E+00   0.3350E+01   0.3413E-02  -0.2596E-01
  0.1500E+00   0.3450E+01   0.3591E-02  -0.2862E-01
  0.1500E+00   0.3550E+01   0.3763E-02  -0.3142E-01
  0.1500E+00   0.3650E+01   0.3928E-02  -0.3433E-01
  0.1500E+00   0.3750E+01   0.4084E-02  -0.3736E-01
  0.1500E+00   0.3850E+01   0.4228E-02  -0.4049E-01
  0.1500E+00   0.3950E+01   0.4359E-02  -0.4372E-01
  0.1500E+00   0.4050E+01   0.4475E-02  -0.4703E-01
  0.1500E+00   0.4150E+01   0.4574E-02  -0.5041E-01
  0.1500E+00   0.4250E+01   0.4653E-02  -0.5385E-01
  0.1500E+00   0.4350E+01   0.4710E-02  -0.5733E-01
  0.1500E+00   0.4450E+01   0.4744E-02  -0.6083E-01
  0.1500E+00   0.4550E+01   0.4752E-02  -0.6434E-01
  0.1500E+00   0.4650E+01   0.4733E-02  -0.6782E-01
  0.1500E+00   0.4750E+01   0.4685E-02  -0.7127E-01
  0.1500E+00   0.4850E+01   0.4607E-02  -0.7466E-01
  0.1500E+00   0.4950E+01   0.4498E-02  -0.7797E-01
  0.1500E+00   0.5050E+01   0.4357E-02  -0.8116E-01
  0.1500E+00   0.5150E+01   0.4183E-02  -0.8423E-01
  0.1500E+00   0.5250E+01   0.3976E-02  -0.8714E-01
  0.1500E+00   0.5350E+01   0.3737E-02  -0.8988E-01
  0.1500E+00   0.5450E+01   0.3466E-02  -0.9241E-01
  0.1500E+00   0.5550E+01   0.3163E-02  -0.9472E-01
  0.1500E+00   0.5650E+01   0.2831E-02  -0.9678E-01
  0.1500E+00   0.5750E+01   0.2471E-02  -0.9857E-01
  0.1500E+00   0.5850E+01   0.2085E-02  -0.1001E+00
  0.1500E+00   0.5950E+01   0.1675E-02  -0.1013E+00
  0.1500E+00   0.6050E+01   0.1243E-02  -0.1022E+00
  0.1500E+00   0.6150E+01   0.7935E-03  -0.1027E+00
  0.1500E+00   0.6250E+01   0.3284E-03  -0.1030E+00
  0.1500E+00   0.6350E+01  -0.1483E-03  -0.1028E+00
  0.1500E+00   0.6450E+01  -0.6326E-03  -0.1023E+00
  0.1500E+00   0.6550E+01  -0.1121E-02  -0.1015E+00
  0.1500E+00   0.6650E+01  -0.1610E-02  -0.1003E+00
  0.1500E+00   0.6750E+01  -0.2096E-02  -0.9871E-01
  0.1500E+00   0.6850E+01  -0.2574E-02  -0.9680E-01
  0.1500E+00   0.6950E+01  -0.3041E-02  -0.9455E-01
  0.1500E+00   0.7050E+01  -0.3492E-02  -0.9196E-01
