   9.16747  6.81023
   2.84780  6.32559
   6.90312  5.81208
   2.83422  6.40732
   5.51930  7.06908
   2.82070  5.94036
   6.16049  5.74228
   3.97118  7.83557
   1.09977  8.47117
   5.65765  3.95090
   5.37563  4.55001
   3.08735  6.41545
   6.29473  5.86202
   6.48981  5.19833
   6.59606  3.34682
   6.58633  5.47448
   7.92154  5.80939
   6.57263  5.44835
   7.40924  7.71572
   2.92738  6.30803
   8.71748  8.80261
   6.78254  5.45142
   9.04958  5.63674
   4.65300  4.68254
   2.65428  4.74407
   1.26150  4.66226
   0.93908  5.68674
   4.08505  7.76355
   7.16487  9.63544
   4.01469  4.58543
   2.95066  5.81290
   7.14066  6.28389
   5.58694  5.45460
   1.16153  8.60069
   3.40910  4.38154
   2.10221  9.43527
   1.74004  3.93244
   6.11285  7.90002
   0.93399  5.70839
   3.22880  5.60423
   2.93009  6.63850
   4.20920  7.60644
   1.11772  4.98550
   2.39336  5.12219
   7.07614  6.00829
   3.94272  6.73760
   2.70882  7.78977
   6.88217  6.69490
   2.97036  5.86457
   3.15805  6.83699
   6.91013  4.45266
   3.20795  4.44744
   2.17997  9.46166
   6.84543  5.77621
   6.98898  3.34028
   2.03134  6.36561
   9.16251  7.15816
   7.49875  4.91286
   2.06701  6.68568
   2.09601  9.43355
   7.50607  4.97261
   3.60372  5.27725
   3.04559  7.95569
   6.23159  5.27827
   1.28739  8.81262
   3.14520  7.98809
   6.35123  4.45719
   5.90818  4.60130
   6.41200  4.36911
   3.57831  6.84942
   5.66004  5.89744
   6.74083  5.54577
   2.02866  6.40617
   4.15095  4.73115
   6.76575  6.90175
   2.03400  6.39411
   7.71886  7.30380
   6.82367  5.80231
   9.09495  7.78772
   7.60548  5.02601
   7.62293  7.47443
   2.77014  4.65121
   2.03852  9.40871
   6.44010  5.54065
   3.06499  6.13851
   2.88246  3.34168
   7.70515  9.50476
   2.54540  9.57731
   2.09936  6.90547
   7.97055  6.22841
   6.95379  5.99926
   3.61485  3.40415
   3.75224  5.15731
   2.88164  5.87907
   1.70920  3.99128
   4.26239  3.84631
   7.90194  5.79775
   8.74309  8.76423
   0.85150  7.30657
   7.63337  5.09819
   5.68485  5.98021
   2.81047  6.24997
   2.99084  4.53184
   4.23011  6.22930
   3.94195  6.78711
   8.96807  5.27181
   1.21057  4.74714
   8.57213  4.32878
   3.15274  3.32084
   3.06024  6.76595
   3.84228  5.60447
   2.98678  5.61082
   2.84462  6.37293
   7.19679  4.60020
   2.95064  6.42689
   6.72165  4.39283
   2.48437  3.43471
   2.24512  5.33076
   9.15374  6.47509
   6.21747  5.35967
   6.82797  5.66652
   6.73148  8.01209
   3.60935  5.80397
   5.41627  4.44148
   6.46541  4.39337
   3.96036  6.71475
   3.20607  5.34351
   5.63631  5.55882
   3.74766  3.45799
   3.13667  5.53064
   3.64739  5.32437
   3.24430  6.77884
   3.29951  6.92688
   8.88654  5.02964
   7.10420  6.20523
   6.85881  3.31911
   0.84008  7.14238
   6.27762  5.74200
   1.73900  3.93897
   6.78255  4.43606
   6.30007  6.91039
   6.65882  6.87936
   3.47310  6.84712
   6.68820  4.41043
   3.14623  4.44319
   7.07765  6.28851
   2.33705  5.13748
   8.26987  3.94918
   7.88806  6.91691
   2.06294  5.86604
   6.88067  5.92555
   6.01834  4.55240
   3.73321  5.21858
   3.01642  5.73476
   5.73756  3.84710
   3.71530  5.38805
   2.07886  3.65074
   5.92133  4.64678
   7.56831  3.46098
   6.90240  3.31929
   7.47678  9.56971
   3.07503  6.71951
   7.34036  4.75058
   7.65110  9.52192
   5.72932  4.92105
   3.79405  6.73921
   6.21087  5.56562
   6.64097  6.94495
   9.10259  7.74455
   2.62126  3.38953
   4.37181  7.36579
   6.46483  6.94721
   8.75671  4.68452
   7.59911  5.00533
   7.02091  5.66385
   6.90143  6.71618
   6.85552  4.42177
   6.02690  6.65875
   3.83868  5.40074
   6.06750  5.63412
   6.55281  4.38423
   3.07442  6.70621
   5.67214  7.43826
   7.05253  6.36534
   0.98508  5.48276
   7.75094  7.27272
   7.78125  5.37781
   7.24531  7.81821
   3.47537  6.82016
   2.97765  6.01342
   0.82920  6.85995
   5.67792  5.84036
   6.11239  5.44094
   7.00242  4.52792
   3.06313  7.95193
   5.96129  7.78652
   3.55096  5.53930
   5.85604  3.72497
   6.34077  5.19285
   4.01419  6.63819
   2.24736  7.27482
   1.57046  4.12383
   8.90856  5.07264
   7.82588  3.58459
   0.83415  6.85155
   4.51356  6.98361
   3.44163  6.93203
   7.93944  6.06355
   2.14102  5.67987
   7.74076  5.37737
   2.58553  4.86428
   6.41315  6.82417
   7.92445  5.76591
   7.55405  7.56042
   6.49271  6.91662
   8.17624  9.29991
   3.26255  5.79184
   3.69044  4.45761
   7.14012  4.61407
   6.33628  6.91139
   1.35089  4.47039
   7.55992  4.99424
   7.94619  6.70803
   6.82928  5.49335
   2.94191  6.07700
   9.07230  5.78705
   4.08636  4.64196
   6.87739  5.32261
   6.18655  5.85425
   3.83908  5.20079
   6.53922  4.37636
   2.92823  5.81711
   6.74112  6.80002
   5.28427  5.81159
   3.39579  5.34114
   7.10126  5.87931
   7.73244  3.53684
   6.25355  5.46901
   6.48906  4.40091
   5.52778  7.11841
   5.86174  3.71732
   3.40504  5.16224
   5.90385  6.50974
   7.02733  7.92632
   3.20172  3.31773
   7.60382  7.50426
   7.18937  6.21373
   5.90584  4.64925
   4.08007  7.76611
   7.02377  5.79329
   2.39903  7.49896
   3.97798  6.69491
   6.00660  6.61243
   9.16574  6.95297
   3.28863  6.93818
   7.87733  5.61578
   2.36743  5.12124
   3.76440  5.73568
   6.54387  6.77593
   3.09003  5.72045
   7.05093  5.93098
   7.94903  5.88159
   2.99982  6.35300
   5.60132  5.49164
   6.14858  3.51355
   8.69847  4.56636
   7.96578  6.19428
   3.54885  6.94488
   3.05843  6.73355
   7.26187  3.37247
   6.23723  6.85072
   6.58010  5.64838
   2.81522  4.64753
   7.91369  6.84883
   4.37412  5.68761
   3.12465  6.70709
   3.34383  6.72401
   8.97993  5.35174
   5.89846  7.75945
   4.05679  7.78882
   3.02800  4.49892
   2.79414  3.36717
   3.93939  6.69202
   3.51501  4.42837
   6.76899  8.01241
   6.13818  5.24210
   5.42566  4.39841
   3.09501  5.70536
   3.21191  6.79133
   6.13594  6.72447
   7.04536  5.66607
   0.98417  8.14069
   6.33841  5.27345
   3.26066  5.43991
   1.33948  8.87821
   3.78636  3.46917
   6.57962  5.56023
   7.84289  3.60016
   7.40731  7.69196
   3.44841  6.86226
   6.23642  6.87199
   7.06003  6.00902
   2.55831  4.86017
   6.64204  8.01734
   7.52233  3.45450
   3.72510  4.44032
   0.84165  6.52660
   6.96687  6.65157
   2.97470  5.55025
   6.00380  6.69930
   6.79040  5.59378
   3.80736  5.20829
   6.32386  6.76876
   3.74035  5.58167
   6.44391  4.37532
   6.96973  6.70379
   3.24211  6.90338
   3.02856  7.93892
   3.16753  5.55306
   3.17351  5.50463
   9.16390  6.56962
   6.67706  5.42976
   5.27771  5.27981
   3.30867  5.34818
   7.95257  6.04704
   3.08223  5.58665
   4.21707  6.36329
   4.00979  6.67047
   3.11990  6.83686
   7.80065  5.47902
   0.84482  7.10433
   6.76091  6.86134
   4.67376  6.18614
   2.05840  5.93830
   7.96489  6.56042
   2.02853  6.62422
   6.46125  3.38226
   6.82648  6.77248
   6.74421  5.41827
   2.79920  3.34914
   6.27687  6.86876
   6.09832  4.53149
   1.25436  4.66069
   6.33430  5.87356
   6.92001  9.67747
   9.11990  6.06503
   7.13054  6.08611
   3.16622  5.49670
   6.52972  5.20812
   3.07059  5.76457
   6.48879  5.26036
   7.87636  5.57462
   2.90711  5.77665
   3.52589  5.16200
   3.27926  9.70353
