 TITLE= "TESTPLOT" 
 VARIABLES="x","y","fx","fy","magf" 
 ZONE T="1", I=          51 , J=          51
   0.00000000       0.00000000      -0.00000000       0.00000000       0.00000000    
   9.99999978E-03   0.00000000      -3.14107612E-02   0.00000000       3.14107612E-02
   2.99999993E-02   0.00000000      -9.41083133E-02   0.00000000       9.41083133E-02
   4.99999970E-02   0.00000000     -0.156434461       0.00000000      0.156434461    
   7.00000003E-02   0.00000000     -0.218143240       0.00000000      0.218143240    
   8.99999961E-02   0.00000000     -0.278991103       0.00000000      0.278991103    
  0.109999999       0.00000000     -0.338737935       0.00000000      0.338737935    
  0.129999995       0.00000000     -0.397147894       0.00000000      0.397147894    
  0.150000006       0.00000000     -0.453990549       0.00000000      0.453990549    
  0.169999987       0.00000000     -0.509041369       0.00000000      0.509041369    
  0.189999998       0.00000000     -0.562083364       0.00000000      0.562083364    
  0.209999993       0.00000000     -0.612907052       0.00000000      0.612907052    
  0.229999989       0.00000000     -0.661311865       0.00000000      0.661311865    
  0.250000000       0.00000000     -0.707106769       0.00000000      0.707106769    
  0.269999981       0.00000000     -0.750111043       0.00000000      0.750111043    
  0.289999992       0.00000000     -0.790154994       0.00000000      0.790154994    
  0.310000002       0.00000000     -0.827080607       0.00000000      0.827080607    
  0.329999983       0.00000000     -0.860741973       0.00000000      0.860741973    
  0.349999994       0.00000000     -0.891006529       0.00000000      0.891006529    
  0.370000005       0.00000000     -0.917754650       0.00000000      0.917754650    
  0.389999986       0.00000000     -0.940880775       0.00000000      0.940880775    
  0.409999967       0.00000000     -0.960293651       0.00000000      0.960293651    
  0.430000007       0.00000000     -0.975916803       0.00000000      0.975916803    
  0.449999988       0.00000000     -0.987688363       0.00000000      0.987688363    
  0.469999969       0.00000000     -0.995561957       0.00000000      0.995561957    
  0.490000010       0.00000000     -0.999506533       0.00000000      0.999506533    
  0.509999990       0.00000000     -0.999506533      -0.00000000      0.999506533    
  0.529999971       0.00000000     -0.995561957      -0.00000000      0.995561957    
  0.549999952       0.00000000     -0.987688363      -0.00000000      0.987688363    
  0.569999993       0.00000000     -0.975916743      -0.00000000      0.975916743    
  0.589999974       0.00000000     -0.960293710      -0.00000000      0.960293710    
  0.610000014       0.00000000     -0.940880775      -0.00000000      0.940880775    
  0.629999995       0.00000000     -0.917754591      -0.00000000      0.917754591    
  0.649999976       0.00000000     -0.891006589      -0.00000000      0.891006589    
  0.669999957       0.00000000     -0.860742092      -0.00000000      0.860742092    
  0.689999998       0.00000000     -0.827080488      -0.00000000      0.827080488    
  0.709999979       0.00000000     -0.790155053      -0.00000000      0.790155053    
  0.730000019       0.00000000     -0.750110924      -0.00000000      0.750110924    
  0.750000000       0.00000000     -0.707106769      -0.00000000      0.707106769    
  0.769999981       0.00000000     -0.661311865      -0.00000000      0.661311865    
  0.789999962       0.00000000     -0.612906992      -0.00000000      0.612906992    
  0.809999943       0.00000000     -0.562083483      -0.00000000      0.562083483    
  0.829999983       0.00000000     -0.509041309      -0.00000000      0.509041309    
  0.849999964       0.00000000     -0.453990579      -0.00000000      0.453990579    
  0.870000005       0.00000000     -0.397147745      -0.00000000      0.397147745    
  0.889999986       0.00000000     -0.338737965      -0.00000000      0.338737965    
  0.909999967       0.00000000     -0.278991133      -0.00000000      0.278991133    
  0.929999948       0.00000000     -0.218143240      -0.00000000      0.218143240    
  0.949999988       0.00000000     -0.156434447      -0.00000000      0.156434447    
  0.969999969       0.00000000      -9.41082612E-02  -0.00000000       9.41082612E-02
  0.990000010       0.00000000      -3.14106829E-02  -0.00000000       3.14106829E-02
   0.00000000       9.99999978E-03  -0.00000000       3.14107612E-02   3.14107612E-02
   9.99999978E-03   9.99999978E-03  -3.13952602E-02   3.13952602E-02   4.43996005E-02
   2.99999993E-02   9.99999978E-03  -9.40618739E-02   3.12713571E-02   9.91238356E-02
   4.99999970E-02   9.99999978E-03 -0.156357273       3.10240425E-02  0.159405425    
   7.00000003E-02   9.99999978E-03 -0.218035594       3.06542870E-02  0.220179945    
   8.99999961E-02   9.99999978E-03 -0.278853416       3.01635563E-02  0.280480087    
  0.109999999       9.99999978E-03 -0.338570774       2.95537822E-02  0.339858204    
  0.129999995       9.99999978E-03 -0.396951914       2.88273729E-02  0.397997290    
  0.150000006       9.99999978E-03 -0.453766525       2.79871933E-02  0.454628795    
  0.169999987       9.99999978E-03 -0.508790195       2.70365626E-02  0.509508014    
  0.189999998       9.99999978E-03 -0.561806023       2.59792302E-02  0.562406361    
  0.209999993       9.99999978E-03 -0.612604618       2.48193722E-02  0.613107204    
  0.229999989       9.99999978E-03 -0.660985529       2.35615596E-02  0.661405325    
