
 -0.49500E+01  -0.49500E+01  -0.99644E-03
 -0.49500E+01  -0.48500E+01  -0.10261E-02
 -0.49500E+01  -0.47500E+01  -0.10567E-02
 -0.49500E+01  -0.46500E+01  -0.10881E-02
 -0.49500E+01  -0.45500E+01  -0.11202E-02
 -0.49500E+01  -0.44500E+01  -0.11535E-02
 -0.49500E+01  -0.43500E+01  -0.11875E-02
 -0.49500E+01  -0.42500E+01  -0.12224E-02
 -0.49500E+01  -0.41500E+01  -0.12580E-02
 -0.49500E+01  -0.40500E+01  -0.12945E-02
 -0.49500E+01  -0.39500E+01  -0.13321E-02
 -0.49500E+01  -0.38500E+01  -0.13703E-02
 -0.49500E+01  -0.37500E+01  -0.14095E-02
 -0.49500E+01  -0.36500E+01  -0.14491E-02
 -0.49500E+01  -0.35500E+01  -0.14898E-02
 -0.49500E+01  -0.34500E+01  -0.15310E-02
 -0.49500E+01  -0.33500E+01  -0.15730E-02
 -0.49500E+01  -0.32500E+01  -0.16157E-02
 -0.49500E+01  -0.31500E+01  -0.16589E-02
 -0.49500E+01  -0.30500E+01  -0.17024E-02
 -0.49500E+01  -0.29500E+01  -0.17466E-02
 -0.49500E+01  -0.28500E+01  -0.17914E-02
 -0.49500E+01  -0.27500E+01  -0.18359E-02
 -0.49500E+01  -0.26500E+01  -0.18813E-02
 -0.49500E+01  -0.25500E+01  -0.19262E-02
 -0.49500E+01  -0.24500E+01  -0.19713E-02
 -0.49500E+01  -0.23500E+01  -0.20162E-02
 -0.49500E+01  -0.22500E+01  -0.20609E-02
 -0.49500E+01  -0.21500E+01  -0.21054E-02
 -0.49500E+01  -0.20500E+01  -0.21492E-02
 -0.49500E+01  -0.19500E+01  -0.21923E-02
 -0.49500E+01  -0.18500E+01  -0.22346E-02
 -0.49500E+01  -0.17500E+01  -0.22761E-02
 -0.49500E+01  -0.16500E+01  -0.23165E-02
 -0.49500E+01  -0.15500E+01  -0.23553E-02
 -0.49500E+01  -0.14500E+01  -0.23928E-02
 -0.49500E+01  -0.13500E+01  -0.24288E-02
 -0.49500E+01  -0.12500E+01  -0.24631E-02
 -0.49500E+01  -0.11500E+01  -0.24953E-02
 -0.49500E+01  -0.10500E+01  -0.25255E-02
 -0.49500E+01  -0.95000E+00  -0.25537E-02
 -0.49500E+01  -0.85000E+00  -0.25793E-02
 -0.49500E+01  -0.75000E+00  -0.26025E-02
 -0.49500E+01  -0.65000E+00  -0.26230E-02
 -0.49500E+01  -0.55000E+00  -0.26409E-02
 -0.49500E+01  -0.45000E+00  -0.26558E-02
 -0.49500E+01  -0.35000E+00  -0.26680E-02
