
# Surface 0 of 1 surfaces

# Curve title: "'VecField.dat' u 1:2:6"

# Contour 0, label:     1.56
-1.47261  0.580537  1.56 
-1.4786  0.59181  1.56 
-1.48416  0.604781  1.56 
-1.48906  0.61917  1.56 
-1.49303  0.634604  1.56 
-1.49583  0.65064  1.56 
-1.49723  0.666796  1.56 
-1.49713  0.682581  1.56 
-1.49548  0.697528  1.56 
-1.49236  0.711221  1.56 
-1.48791  0.723312  1.56 
-1.48232  0.733534  1.56 
-1.47582  0.741701  1.56 
-1.46861  0.747703  1.56 
-1.46088  0.751497  1.56 
-1.45277  0.753098  1.56 
-1.44437  0.752574  1.56 
-1.43575  0.750038  1.56 
-1.42695  0.745655  1.56 
-1.41802  0.739638  1.56 
-1.40905  0.732254  1.56 
-1.40016  0.723813  1.56 
-1.39151  0.714648  1.56 
-1.38331  0.705093  1.56 
-1.37577  0.695446  1.56 
-1.36908  0.685942  1.56 
-1.36341  0.67673  1.56 
-1.35886  0.667862  1.56 
-1.35551  0.659306  1.56 
-1.35337  0.650968  1.56 
-1.35244  0.642728  1.56 
-1.3527  0.634468  1.56 
-1.35411  0.626112  1.56 
-1.35666  0.61764  1.56 
-1.3603  0.609094  1.56 
-1.365  0.600578  1.56 
-1.37068  0.592243  1.56 
-1.37722  0.584265  1.56 
-1.38447  0.57683  1.56 
-1.39226  0.570115  1.56 
-1.40037  0.564278  1.56 
-1.4086  0.559454  1.56 
-1.41676  0.55576  1.56 
-1.42471  0.553302  1.56 
-1.43235  0.55219  1.56 
-1.43965  0.552541  1.56 
-1.44665  0.554487  1.56 
-1.45339  0.558161  1.56 
-1.45995  0.563684  1.56 
-1.46636  0.571137  1.56 
-1.47261  0.580536  1.56 


# Contour 1, label:     1.48
-1.58869  1.20582  1.48 
-1.5693  1.20765  1.48 
-1.54973  1.20822  1.48 
-1.5301  1.20752  1.48 
-1.51055  1.20561  1.48 
-1.49123  1.20258  1.48 
-1.47231  1.19856  1.48 
-1.45401  1.19374  1.48 
-1.43651  1.1883  1.48 
-1.42003  1.18244  1.48 
-1.40471  1.17631  1.48 
-1.39061  1.17  1.48 
-1.37771  1.16356  1.48 
-1.36586  1.15691  1.48 
-1.35482  1.14997  1.48 
-1.34433  1.1426  1.48 
-1.33409  1.13468  1.48 
-1.32392  1.12616  1.48 
-1.31369  1.11707  1.48 
-1.30341  1.10751  1.48 
-1.29317  1.09763  1.48 
-1.28312  1.0876  1.48 
-1.27339  1.07752  1.48 
-1.26407  1.06746  1.48 
-1.25517  1.05734  1.48 
-1.24661  1.04704  1.48 
-1.23826  1.0364  1.48 
-1.23  1.02527  1.48 
-1.2217  1.01357  1.48 
-1.21334  1.0013  1.48 
-1.20493  0.988567  1.48 
-1.19657  0.975546  1.48 
-1.18839  0.962445  1.48 
-1.18052  0.949452  1.48 
-1.17306  0.9367  1.48 
-1.16607  0.924232  1.48 
-1.15956  0.912  1.48 
-1.15346  0.899871  1.48 
-1.1477  0.887652  1.48 
-1.14218  0.875121  1.48 
-1.13679  0.862062  1.48 
-1.13145  0.848291  1.48 
-1.12611  0.833678  1.48 
-1.12075  0.818159  1.48 
-1.11538  0.801736  1.48 
-1.11003  0.784469  1.48 
-1.10478  0.766464  1.48 
-1.09969  0.747849  1.48 
-1.09484  0.728761  1.48 
-1.09029  0.709328  1.48 
-1.08612  0.689659  1.48 
-1.08239  0.669839  1.48 
-1.07912  0.649931  1.48 
-1.07638  0.629973  1.48 
-1.07418  0.609991  1.48 
-1.07257  0.589997  1.48 
-1.07157  0.569999  1.48 
-1.07121  0.55  1.48 
-1.07153  0.53  1.48 
-1.07253  0.510001  1.48 
-1.07427  0.490005  1.48 
-1.07675  0.470013  1.48 
-1.08002  0.450034  1.48 
-1.0841  0.430078  1.48 
-1.08905  0.410168  1.48 
-1.09492  0.390334  1.48 
-1.10176  0.370626  1.48 
-1.10965  0.351111  1.48 
-1.11864  0.331874  1.48 
-1.12878  0.313025  1.48 
-1.14008  0.294693  1.48 
-1.15252  0.277022  1.48 
-1.16602  0.260165  1.48 
-1.18043  0.244276  1.48 
-1.19556  0.229501  1.48 
-1.21114  0.215965  1.48 
-1.2269  0.203762  1.48 
-1.24252  0.192948  1.48 
-1.25771  0.183536  1.48 
-1.27225  0.175499  1.48 
-1.28594  0.168768  1.48 
-1.2987  0.163249  1.48 
-1.31054  0.158826  1.48 
-1.32155  0.155374  1.48 
-1.33188  0.152769  1.48 
-1.34173  0.150893  1.48 
-1.35131  0.149637  1.48 
-1.36081  0.148909  1.48 

-1.36081  0.148909  1.48 
-1.37035  0.148632  1.48 
-1.38004  0.148748  1.48 
-1.38992  0.149222  1.48 
-1.40004  0.150047  1.48 
-1.41044  0.151242  1.48 
-1.42119  0.152857  1.48 
-1.43241  0.154964  1.48 
-1.44422  0.15765  1.48 
-1.45676  0.161006  1.48 
-1.47013  0.165107  1.48 
-1.48436  0.170002  1.48 
-1.4994  0.175693  1.48 
-1.51509  0.182133  1.48 
-1.53119  0.189218  1.48 
-1.54736  0.196798  1.48 
-1.56327  0.204697  1.48 
-1.57858  0.212734  1.48 
-1.59302  0.220765  1.48 
-1.60642  0.228702  1.48 
-1.61876  0.236539  1.48 
-1.63012  0.244353  1.48 
-1.6407  0.252287  1.48 
-1.65076  0.260511  1.48 
-1.66055  0.269182  1.48 
-1.67027  0.278394  1.48 
-1.68004  0.288157  1.48 
-1.68987  0.298389  1.48 
-1.69967  0.308942  1.48 
-1.70931  0.319645  1.48 
-1.71866  0.33036  1.48 
-1.72762  0.341022  1.48 
-1.73615  0.351668  1.48 
-1.74433  0.362428  1.48 
-1.75226  0.373503  1.48 
-1.76008  0.38511  1.48 
-1.76792  0.397431  1.48 
-1.77586  0.410562  1.48 
-1.78391  0.424486  1.48 
-1.792  0.439066  1.48 
-1.80003  0.454056  1.48 
-1.80784  0.469142  1.48 
-1.81527  0.483994  1.48 
-1.82218  0.498318  1.48 
-1.82847  0.511911  1.48 
-1.83411  0.524695  1.48 
-1.83911  0.536738  1.48 
-1.84354  0.548244  1.48 
-1.84753  0.559518  1.48 
-1.85118  0.57092  1.48 
-1.85463  0.582804  1.48 
-1.85795  0.595474  1.48 
-1.8612  0.609137  1.48 
-1.86438  0.623895  1.48 
-1.86746  0.639744  1.48 
-1.87038  0.656596  1.48 
-1.87307  0.674307  1.48 
-1.87543  0.69271  1.48 
-1.8774  0.711637  1.48 
-1.87891  0.730931  1.48 
-1.87993  0.75046  1.48 
-1.88043  0.770104  1.48 
-1.8804  0.789752  1.48 
-1.87985  0.809291  1.48 
-1.87882  0.828596  1.48 
-1.87733  0.847527  1.48 
-1.87543  0.865933  1.48 
-1.87317  0.883662  1.48 
-1.87058  0.900579  1.48 
-1.86771  0.916587  1.48 
-1.86456  0.931644  1.48 
-1.86114  0.945781  1.48 
-1.85741  0.9591  1.48 
-1.85333  0.971771  1.48 
-1.84881  0.98401  1.48 
-1.84377  0.996051  1.48 
-1.83814  1.00811  1.48 
-1.83186  1.02037  1.48 
-1.82491  1.0329  1.48 
-1.81733  1.04572  1.48 
-1.80921  1.05872  1.48 
-1.80069  1.07172  1.48 
-1.79193  1.08447  1.48 
-1.78308  1.09674  1.48 
-1.77425  1.10829  1.48 
-1.76548  1.119  1.48 
-1.7567  1.1288  1.48 
-1.74775  1.13776  1.48 
-1.73839  1.146  1.48 
-1.72833  1.15371  1.48 
-1.71734  1.16104  1.48 
-1.70519  1.16812  1.48 
-1.69178  1.175  1.48 
-1.67707  1.18164  1.48 
-1.66116  1.18792  1.48 
-1.64417  1.19367  1.48 
-1.62631  1.19869  1.48 
-1.60775  1.2028  1.48 
-1.58869  1.20582  1.48 


# Contour 2, label:      1.4
-1.19112  1.23876  1.4 
-1.18202  1.22772  1.4 
-1.17321  1.21668  1.4 
-1.16469  1.20562  1.4 
-1.15642  1.19448  1.4 
-1.14836  1.18316  1.4 
-1.14043  1.17156  1.4 
-1.13256  1.15958  1.4 
-1.12467  1.14715  1.4 
-1.11676  1.1343  1.4 
-1.10883  1.12108  1.4 
-1.10095  1.10765  1.4 
-1.0932  1.09419  1.4 
-1.08569  1.08088  1.4 
-1.07851  1.06787  1.4 
-1.07173  1.05524  1.4 
-1.06536  1.04299  1.4 
-1.05937  1.03101  1.4 
-1.05369  1.01912  1.4 
-1.04821  1.00709  1.4 
-1.04282  0.994684  1.4 
-1.03742  0.981684  1.4 
-1.03192  0.967924  1.4 
