
 -0.24609E+01  -0.24609E+01  -0.80993E-02
 -0.23828E+01  -0.24609E+01  -0.84097E-02
 -0.23047E+01  -0.24609E+01  -0.87287E-02
 -0.22266E+01  -0.24609E+01  -0.90559E-02
 -0.21484E+01  -0.24609E+01  -0.93908E-02
 -0.20703E+01  -0.24609E+01  -0.97328E-02
 -0.19922E+01  -0.24609E+01  -0.10081E-01
 -0.19141E+01  -0.24609E+01  -0.10435E-01
 -0.18359E+01  -0.24609E+01  -0.10793E-01
 -0.17578E+01  -0.24609E+01  -0.11155E-01
 -0.16797E+01  -0.24609E+01  -0.11519E-01
 -0.16016E+01  -0.24609E+01  -0.11884E-01
 -0.15234E+01  -0.24609E+01  -0.12248E-01
 -0.14453E+01  -0.24609E+01  -0.12609E-01
 -0.13672E+01  -0.24609E+01  -0.12967E-01
 -0.12891E+01  -0.24609E+01  -0.13318E-01
 -0.12109E+01  -0.24609E+01  -0.13662E-01
 -0.11328E+01  -0.24609E+01  -0.13997E-01
 -0.10547E+01  -0.24609E+01  -0.14319E-01
 -0.97656E+00  -0.24609E+01  -0.14628E-01
 -0.89844E+00  -0.24609E+01  -0.14922E-01
 -0.82031E+00  -0.24609E+01  -0.15199E-01
 -0.74219E+00  -0.24609E+01  -0.15456E-01
 -0.66406E+00  -0.24609E+01  -0.15693E-01
 -0.58594E+00  -0.24609E+01  -0.15908E-01
 -0.50781E+00  -0.24609E+01  -0.16099E-01
 -0.42969E+00  -0.24609E+01  -0.16265E-01
 -0.35156E+00  -0.24609E+01  -0.16405E-01
 -0.27344E+00  -0.24609E+01  -0.16518E-01
 -0.19531E+00  -0.24609E+01  -0.16604E-01
 -0.11719E+00  -0.24609E+01  -0.16661E-01
 -0.39062E-01  -0.24609E+01  -0.16690E-01
  0.39062E-01  -0.24609E+01  -0.16690E-01
  0.11719E+00  -0.24609E+01  -0.16661E-01
  0.19531E+00  -0.24609E+01  -0.16603E-01
  0.27344E+00  -0.24609E+01  -0.16518E-01
  0.35156E+00  -0.24609E+01  -0.16405E-01
  0.42969E+00  -0.24609E+01  -0.16265E-01
  0.50781E+00  -0.24609E+01  -0.16099E-01
  0.58594E+00  -0.24609E+01  -0.15908E-01
  0.66406E+00  -0.24609E+01  -0.15693E-01
  0.74219E+00  -0.24609E+01  -0.15456E-01
  0.82031E+00  -0.24609E+01  -0.15199E-01
  0.89844E+00  -0.24609E+01  -0.14922E-01
  0.97656E+00  -0.24609E+01  -0.14628E-01
  0.10547E+01  -0.24609E+01  -0.14319E-01
  0.11328E+01  -0.24609E+01  -0.13997E-01
  0.12109E+01  -0.24609E+01  -0.13662E-01
  0.12891E+01  -0.24609E+01  -0.13318E-01
  0.13672E+01  -0.24609E+01  -0.12967E-01
  0.14453E+01  -0.24609E+01  -0.12609E-01
  0.15234E+01  -0.24609E+01  -0.12248E-01
  0.16016E+01  -0.24609E+01  -0.11884E-01
  0.16797E+01  -0.24609E+01  -0.11519E-01
