
   -0.3000E+01  -0.5000E+00  -0.1000E+01   0.0000E+00   0.2406E+03   0.0000E+00   0.1000E+01   0.0000E+00
   -0.3000E+01  -0.4833E+00   0.1000E+01  -0.2737E+00   0.2406E+03   0.3333E-01   0.1037E+01   0.0000E+00
   -0.3000E+01  -0.4500E+00   0.1000E+01  -0.2580E+00   0.2136E+03   0.6667E-01   0.1033E+01   0.0000E+00
   -0.3000E+01  -0.4167E+00   0.1000E+01  -0.2049E+00   0.1988E+03   0.1000E+00   0.1021E+01   0.0000E+00
   -0.3000E+01  -0.3833E+00   0.1000E+01  -0.1602E+00   0.1906E+03   0.1333E+00   0.1013E+01   0.0000E+00
   -0.3000E+01  -0.3500E+00   0.1000E+01  -0.1274E+00   0.1857E+03   0.1667E+00   0.1008E+01   0.0000E+00
   -0.3000E+01  -0.3167E+00   0.1000E+01  -0.1031E+00   0.1826E+03   0.2000E+00   0.1005E+01   0.0000E+00
   -0.3000E+01  -0.2833E+00   0.1000E+01  -0.8442E-01   0.1805E+03   0.2333E+00   0.1004E+01   0.0000E+00
   -0.3000E+01  -0.2500E+00   0.1000E+01  -0.6931E-01   0.1790E+03   0.2667E+00   0.1002E+01   0.0000E+00
   -0.3000E+01  -0.2167E+00   0.1000E+01  -0.5655E-01   0.1779E+03   0.3000E+00   0.1002E+01   0.0000E+00
   -0.3000E+01  -0.1833E+00   0.1000E+01  -0.4537E-01   0.1770E+03   0.3333E+00   0.1001E+01   0.0000E+00
   -0.3000E+01  -0.1500E+00   0.1000E+01  -0.3527E-01   0.1764E+03   0.3667E+00   0.1001E+01   0.0000E+00
   -0.3000E+01  -0.1167E+00   0.1000E+01  -0.2590E-01   0.1759E+03   0.4000E+00   0.1000E+01   0.0000E+00
   -0.3000E+01  -0.8333E-01   0.1000E+01  -0.1701E-01   0.1756E+03   0.4333E+00   0.1000E+01   0.0000E+00
   -0.3000E+01  -0.5000E-01   0.1000E+01  -0.8435E-02   0.1754E+03   0.4667E+00   0.1000E+01   0.0000E+00
   -0.3000E+01  -0.1667E-01   0.1000E+01   0.1959E-06   0.1753E+03   0.5000E+00   0.1000E+01   0.0000E+00
   -0.3000E+01   0.1667E-01   0.1000E+01   0.8436E-02   0.1753E+03   0.5333E+00   0.1000E+01   0.0000E+00
   -0.3000E+01   0.5000E-01   0.1000E+01   0.1702E-01   0.1754E+03   0.5667E+00   0.1000E+01   0.0000E+00
   -0.3000E+01   0.8333E-01   0.1000E+01   0.2590E-01   0.1756E+03   0.6000E+00   0.1000E+01   0.0000E+00
   -0.3000E+01   0.1167E+00   0.1000E+01   0.3527E-01   0.1759E+03   0.6333E+00   0.1001E+01   0.0000E+00
   -0.3000E+01   0.1500E+00   0.1000E+01   0.4537E-01   0.1764E+03   0.6667E+00   0.1001E+01   0.0000E+00
   -0.3000E+01   0.1833E+00   0.1000E+01   0.5655E-01   0.1770E+03   0.7000E+00   0.1002E+01   0.0000E+00
   -0.3000E+01   0.2167E+00   0.1000E+01   0.6931E-01   0.1779E+03   0.7333E+00   0.1002E+01   0.0000E+00
   -0.3000E+01   0.2500E+00   0.1000E+01   0.8442E-01   0.1790E+03   0.7667E+00   0.1004E+01   0.0000E+00
   -0.3000E+01   0.2833E+00   0.1000E+01   0.1031E+00   0.1805E+03   0.8000E+00   0.1005E+01   0.0000E+00
   -0.3000E+01   0.3167E+00   0.1000E+01   0.1274E+00   0.1826E+03   0.8333E+00   0.1008E+01   0.0000E+00
   -0.3000E+01   0.3500E+00   0.1000E+01   0.1602E+00   0.1857E+03   0.8667E+00   0.1013E+01   0.0000E+00
   -0.3000E+01   0.3833E+00   0.1000E+01   0.2049E+00   0.1906E+03   0.9000E+00   0.1021E+01   0.0000E+00
   -0.3000E+01   0.4167E+00   0.1000E+01   0.2580E+00   0.1988E+03   0.9333E+00   0.1033E+01   0.0000E+00
   -0.3000E+01   0.4500E+00   0.1000E+01   0.2737E+00   0.2136E+03   0.9667E+00   0.1037E+01   0.0000E+00
   -0.3000E+01   0.4833E+00   0.1000E+01   0.0000E+00   0.2406E+03   0.0000E+00   0.1000E+01   0.0000E+00
   -0.3000E+01   0.5000E+00  -0.1000E+01   0.0000E+00   0.2406E+03   0.0000E+00   0.1000E+01   0.0000E+00

   -0.2983E+01  -0.5000E+00  -0.7263E+00   0.0000E+00   0.2406E+03   0.0000E+00   0.7263E+00   0.0000E+00
   -0.2983E+01  -0.4833E+00   0.8631E+00   0.1368E+00   0.2406E+03   0.2421E-01   0.8739E+00   0.1006E+02
   -0.2983E+01  -0.4500E+00   0.1008E+01   0.2659E+00   0.2136E+03   0.5806E-01   0.1042E+01  -0.1120E+01
   -0.2983E+01  -0.4167E+00   0.1027E+01   0.2315E+00   0.1988E+03   0.9317E-01   0.1052E+01  -0.4413E+01
   -0.2983E+01  -0.3833E+00   0.1022E+01   0.1826E+00   0.1906E+03   0.1280E+00   0.1039E+01  -0.5028E+01
   -0.2983E+01  -0.3500E+00   0.1016E+01   0.1438E+00   0.1857E+03   0.1624E+00   0.1027E+01  -0.4775E+01
   -0.2983E+01  -0.3167E+00   0.1012E+01   0.1152E+00   0.1826E+03   0.1966E+00   0.1019E+01  -0.4271E+01
   -0.2983E+01  -0.2833E+00   0.1009E+01   0.9377E-01   0.1805E+03   0.2305E+00   0.1014E+01  -0.3718E+01
