 -0.5000000     -9.9733673E-02
 -0.4833333      9.9733084E-02
 -0.4500000      0.2859509    
 -0.4166667      0.4589062    
 -0.3833333      0.6185855    
 -0.3500000      0.7649776    
 -0.3166667      0.8980733    
 -0.2833333       1.017866    
 -0.2500000       1.124349    
 -0.2166666       1.217521    
 -0.1833333       1.297378    
 -0.1500000       1.363923    
 -0.1166666       1.417157    
 -8.3333313E-02   1.457081    
 -4.9999982E-02   1.483696    
 -1.6666651E-02   1.497001    
  1.6666710E-02   1.497001    
  5.0000012E-02   1.483696    
  8.3333373E-02   1.457081    
  0.1166667       1.417157    
  0.1500000       1.363923    
  0.1833334       1.297378    
  0.2166667       1.217521    
  0.2500001       1.124349    
  0.2833334       1.017866    
  0.3166667      0.8980733    
  0.3500000      0.7649776    
  0.3833334      0.6185855    
  0.4166667      0.4589062    
  0.4500000      0.2859509    
  0.4833334      9.9733025E-02
  0.5000000     -9.9733628E-02
 -0.5000000     -9.9721745E-02
